codigo_vaga,ultimo_salario_candidato,nivel_candidato,formacao_candidato,cidade_candidato,nivel_ingles_candidato,nivel_espanhol_candidato,mediana_teste_logica_candidato,mediana_teste_outros_candidato,cargo_vaga,nivel_vaga,formacao_vaga,aprovado_vaga
1,5,7,2,0,4.0,4.0,5.0,5.5,0,0,1,1
1,4,3,2,3,4.0,2.0,7.0,9.0,0,0,1,0
1,2,2,2,0,3.0,0.0,6.0,0.0,0,0,1,0
1,3,1,2,0,4.0,2.0,6.659999847412109,7.199999809265137,0,0,1,0
1,1,3,2,0,4.0,1.0,6.835000038146973,7.599999904632568,0,0,1,0
1,4,5,2,4,4.0,1.0,5.599999904632568,6.699999809265137,0,0,1,0
1,2,2,2,7,4.0,2.0,6.934999942779541,7.5,0,0,1,0
1,1,5,2,0,4.0,2.0,6.0,6.849999904632568,0,0,1,0
1,2,2,3,0,4.0,3.0,7.0,4.5,0,0,1,0
1,2,9,3,0,4.0,1.0,6.1600000858306885,6.599999904632568,0,0,1,0
1,1,3,2,0,4.0,2.0,7.340000152587891,7.5,0,0,1,0
1,4,1,2,0,4.0,3.0,7.0,7.300000190734863,0,0,1,0
1,1,3,2,4,4.0,0.0,7.0,6.799999952316284,0,0,1,0
1,4,3,3,0,3.0,1.0,4.730000019073486,2.9499999284744263,0,0,1,0
1,1,3,2,0,4.0,2.0,6.5,7.400000095367432,0,0,1,0
1,4,3,2,0,4.0,1.0,6.5,9.0,0,0,1,0
1,5,1,2,0,4.0,4.0,8.65999984741211,5.700000047683716,0,0,1,1
1,1,2,2,3,4.0,2.0,7.0,6.5,0,0,1,0
1,4,1,2,7,3.0,1.0,8.0,6.5,0,0,1,0
1,3,3,2,0,4.0,2.0,4.654999852180481,5.400000095367432,0,0,1,0
1,2,2,2,1,2.0,1.0,5.989999771118164,6.150000095367432,0,0,1,0
1,1,1,2,0,4.0,1.0,7.989999771118164,6.299999952316284,0,0,1,0
1,2,8,2,8,3.0,1.0,0.0,4.5,0,0,1,0
1,3,4,2,0,2.0,0.0,3.990000009536743,2.0999999046325684,0,0,1,0
1,1,1,2,0,3.0,0.0,7.329999923706055,6.349999904632568,0,0,1,0
1,2,1,2,0,4.0,2.0,6.769999980926514,6.400000095367432,0,0,1,0
1,2,3,3,1,3.0,2.0,5.309999942779541,6.0,0,0,1,0
1,1,2,2,4,3.0,0.0,6.659999847412109,8.0,0,0,1,0
1,5,1,3,1,4.0,2.0,7.320000171661377,8.0,0,0,1,0
1,2,3,2,0,3.0,0.0,5.989999771118164,4.400000095367432,0,0,1,0
1,2,6,2,0,2.0,0.0,5.320000171661377,4.699999809265137,0,0,1,0
1,1,3,2,0,4.0,2.0,7.340000152587891,6.699999809265137,0,0,1,0
1,2,2,2,0,4.0,1.0,9.0,9.0,0,0,1,0
1,1,2,3,1,3.0,2.0,5.0,5.349999904632568,0,0,1,0
1,4,1,2,4,4.0,2.0,7.989999771118164,7.400000095367432,0,0,1,0
1,4,1,2,0,4.0,1.0,7.990000009536743,4.0,0,0,1,0
1,3,2,2,1,4.0,2.0,7.989999771118164,8.300000190734863,0,0,1,0
1,1,3,2,7,3.0,1.0,8.399999618530273,9.599999904632568,0,0,1,0
1,1,2,2,3,4.0,2.0,6.659999847412109,4.900000095367432,0,0,1,0
1,4,3,2,18,4.0,1.0,5.0,5.5,0,0,1,0
1,3,8,2,4,4.0,2.0,8.0,8.0,0,0,1,0
1,4,6,2,24,0.0,0.0,6.650000095367432,3.75,0,0,1,0
1,5,1,2,0,4.0,4.0,8.0,7.0,0,0,1,1
1,4,3,3,0,4.0,3.0,4.659999847412109,7.8999998569488525,0,0,1,1
1,4,4,2,0,4.0,2.0,5.320000171661377,5.199999809265137,0,0,1,0
1,4,1,2,0,2.0,0.0,1.0,5.199999809265137,0,0,1,0
1,2,4,2,0,2.0,1.0,5.199999809265137,3.5999999046325684,0,0,1,0
1,2,1,2,0,4.0,1.0,5.309999942779541,7.950000047683716,0,0,1,0
1,1,4,3,4,4.0,4.0,9.34000015258789,7.300000190734863,0,0,1,0
1,3,2,2,0,3.0,2.0,10.0,2.9000000059604645,0,0,1,0
1,1,4,2,1,0.0,0.0,0.0,6.699999809265137,0,0,1,0
1,1,4,2,3,4.0,2.0,5.0,6.0,0,0,1,0
1,1,1,2,14,3.0,0.0,8.065000057220459,6.400000095367432,0,0,1,0
1,1,4,2,7,4.0,2.0,8.0,9.199999809265137,0,0,1,0
1,2,5,3,1,2.0,1.0,4.400000095367432,3.700000047683716,0,0,1,0
1,3,2,2,0,4.0,0.0,5.989999771118164,8.599999904632568,0,0,1,0
1,3,3,2,0,3.0,2.0,6.200000047683716,8.0,0,0,1,0
1,1,2,2,6,4.0,0.0,9.329999923706055,7.599999904632568,0,0,1,0
1,2,2,2,0,3.0,2.0,6.835000038146973,5.199999809265137,0,0,1,0
1,4,3,2,2,4.0,2.0,7.329999923706055,5.699999809265137,0,0,1,0
1,3,8,2,3,3.0,1.0,3.5,3.600000023841858,0,0,1,0
1,1,2,3,1,4.0,0.0,6.400000095367432,6.599999904632568,0,0,1,0
1,4,1,2,0,4.0,1.0,8.65999984741211,7.5,0,0,1,0
1,3,3,2,0,3.0,2.0,6.0,5.0,0,0,1,1
1,4,1,2,3,4.0,2.0,5.829999923706055,6.199999809265137,0,0,1,0
1,5,9,2,0,4.0,0.0,3.3299999237060547,7.199999809265137,0,0,1,1
1,5,1,3,3,1.0,1.0,5.980000019073486,4.199999809265137,0,0,1,0
1,1,2,2,0,4.0,1.0,7.320000171661377,6.349999904632568,0,0,1,0
1,4,1,2,1,3.0,1.0,7.099999904632568,8.0,0,0,1,0
1,1,1,2,7,0.0,0.0,0.0,8.150000095367432,0,0,1,0
1,3,3,3,0,4.0,0.0,5.980000019073486,3.799999952316284,0,0,1,0
1,2,4,2,0,2.0,0.0,9.0,3.427500009536743,0,0,1,0
1,2,2,2,0,3.0,1.0,4.639999866485596,6.150000095367432,0,0,1,0
1,2,1,3,0,3.0,1.0,4.499799966812134,4.950000047683716,0,0,1,0
1,3,6,3,0,4.0,0.0,7.329999923706055,6.950000047683716,0,0,1,0
1,1,1,2,3,4.0,0.0,8.664999961853027,6.5,0,0,1,0
1,3,3,3,0,3.0,1.0,6.659999847412109,5.699999809265137,0,0,1,0
1,1,1,2,0,4.0,4.0,7.264999866485596,6.700000047683716,0,0,1,0
1,2,4,2,0,3.0,0.0,5.320000171661377,6.400000095367432,0,0,1,0
1,5,1,2,4,4.0,1.0,8.0,8.5,0,0,1,0
1,1,4,3,0,3.0,1.0,8.329999923706055,7.700000047683716,0,0,1,0
1,1,1,2,10,3.0,1.0,6.0,5.5,0,0,1,0
1,4,1,2,0,4.0,3.0,6.670000076293945,8.25,0,0,1,1
1,5,3,2,3,3.0,0.0,4.0,6.5,0,0,1,0
1,5,5,2,0,4.0,3.0,6.659999847412109,6.699999809265137,0,0,1,1
1,4,5,3,8,4.0,4.0,4.0,6.900000095367432,0,0,1,0
1,3,2,2,0,4.0,0.0,8.65999984741211,7.099999904632568,0,0,1,0
1,1,2,2,9,3.0,1.0,8.0,7.699999809265137,0,0,1,0
1,2,3,2,0,4.0,2.0,4.670000076293945,6.0,0,0,1,0
1,1,8,2,0,3.0,2.0,6.150000095367432,6.700000047683716,0,0,1,0
1,4,1,2,1,3.0,0.0,7.989999771118164,6.700000047683716,0,0,1,0
1,5,1,2,0,4.0,1.0,5.829999923706055,9.199999809265137,0,0,1,0
1,3,3,3,0,4.0,0.0,7.340000152587891,6.950000047683716,0,0,1,0
1,4,3,2,0,3.0,1.0,3.990000009536743,5.349999904632568,0,0,1,0
1,1,1,2,1,3.0,2.0,5.5,5.849999904632568,0,0,1,0
1,4,1,2,0,4.0,1.0,7.324999809265137,5.549999952316284,0,0,1,0
1,3,2,2,3,4.0,1.0,4.679999828338623,4.899999976158142,0,0,1,0
1,4,5,2,0,2.0,0.0,4.650000095367432,2.399999976158142,0,0,1,0
1,4,1,2,0,2.0,1.0,4.0,3.600000023841858,0,0,1,0
1,1,4,2,1,4.0,0.0,5.0,7.650000095367432,0,0,1,0
1,1,2,2,0,1.0,0.0,7.989999771118164,8.0,0,0,1,0
1,1,2,2,6,4.0,0.0,0.0,9.099999904632568,0,0,1,0
1,4,3,2,0,4.0,2.0,5.990000009536743,7.5,0,0,1,0
1,4,1,3,0,4.0,2.0,7.5,7.799999952316284,0,0,1,0
1,1,2,2,3,4.0,2.0,6.0,6.700000047683716,0,0,1,0
1,2,4,2,0,4.0,2.0,5.414999961853027,6.0,0,0,1,0
1,4,5,2,0,4.0,3.0,5.980000019073486,7.549999952316284,0,0,1,0
1,1,3,2,10,0.0,0.0,6.075000047683716,8.399999618530273,0,0,1,0
1,1,1,2,0,4.0,0.0,4.619999885559082,7.5,0,0,1,0
1,2,2,3,0,4.0,1.0,2.0,8.199999809265137,0,0,1,0
1,3,7,2,23,3.0,1.0,6.400000095367432,6.099999904632568,0,0,1,0
1,3,1,2,0,4.0,3.0,7.0,8.0,0,0,1,1
1,4,1,2,3,3.0,1.0,8.670000076293945,8.199999809265137,0,0,1,0
1,5,8,3,0,3.0,0.0,4.670000076293945,4.400000095367432,0,0,1,0
1,1,1,3,15,4.0,2.0,7.329999923706055,8.399999618530273,0,0,1,0
1,3,3,2,0,4.0,3.0,5.0,7.0,0,0,1,0
1,4,1,2,5,4.0,1.0,7.989999771118164,8.5,0,0,1,0
1,2,3,2,3,4.0,0.0,6.5,7.300000190734863,0,0,1,0
1,1,5,2,3,3.0,0.0,7.989999771118164,6.5,0,0,1,0
1,1,2,2,0,4.0,0.0,7.599999904632568,7.75,0,0,1,0
1,2,2,2,0,4.0,0.0,4.9,7.299999713897705,0,0,1,0
1,3,4,2,17,4.0,0.0,6.0,6.099999904632568,0,0,1,0
1,1,3,2,0,3.0,2.0,8.0,6.199999809265137,0,0,1,0
1,2,3,3,4,3.0,3.0,5.340000152587891,5.0,0,0,1,0
1,1,1,2,0,4.0,2.0,7.329999923706055,9.0,0,0,1,0
1,1,1,2,0,4.0,0.0,5.800000190734863,4.950000047683716,0,0,1,0
1,1,2,2,1,2.0,0.0,5.0,4.0,0,0,1,0
1,1,3,2,0,3.0,2.0,6.5,5.900000095367432,0,0,1,0
1,4,3,2,0,4.0,1.0,5.490000009536743,6.150000095367432,0,0,1,0
1,1,1,3,1,4.0,4.0,7.989999771118164,8.399999618530273,0,0,1,0
1,3,1,2,0,3.0,2.0,5.744999885559082,6.25,0,0,1,0
1,1,2,2,0,4.0,1.0,5.900000095367432,6.349999904632568,0,0,1,0
1,1,1,2,0,4.0,3.0,7.75,5.950000047683716,0,0,1,1
1,1,2,2,1,3.0,2.0,8.0,3.4,0,0,1,0
1,4,1,2,0,3.0,1.0,7.199999809265137,5.349999904632568,0,0,1,0
1,2,1,2,4,3.0,1.0,8.59499979019165,7.5,0,0,1,0
1,4,3,2,0,4.0,1.0,6.0,6.599999904632568,0,0,1,0
1,2,2,2,0,3.0,3.0,7.460000038146973,9.199999809265137,0,0,1,0
1,3,5,3,12,3.0,1.0,6.659999847412109,7.5,0,0,1,0
1,4,2,2,0,4.0,2.0,7.320000171661377,7.599999904632568,0,0,1,0
1,4,8,3,1,3.0,2.0,6.0,5.799999952316284,0,0,1,0
1,1,1,2,0,4.0,2.0,7.0,8.199999809265137,0,0,1,1
1,5,3,3,3,4.0,1.0,7.989999771118164,6.800000190734863,0,0,1,0
1,4,5,3,3,4.0,4.0,8.0,6.5,0,0,1,1
1,1,2,3,0,4.0,0.0,8.0,9.199999809265137,0,0,1,0
1,2,2,2,7,4.0,2.0,4.5,5.200000047683716,0,0,1,0
1,3,4,2,4,4.0,4.0,8.0,6.0,0,0,1,1
1,3,3,2,0,1.0,2.0,4.5,5.0,0,0,1,0
1,4,3,3,0,4.0,2.0,6.829999923706055,7.200000047683716,0,0,1,0
1,4,3,2,13,4.0,3.0,4.670000076293945,8.0,0,0,1,1
1,2,1,3,0,3.0,1.0,8.0,6.799999952316284,0,0,1,0
1,2,4,2,4,2.0,0.0,3.0,2.799999952316284,0,0,1,0
1,4,7,2,4,4.0,2.0,6.010000228881836,1.05,0,0,1,0
1,2,1,3,0,3.0,1.0,5.329999923706055,4.350000023841858,0,0,1,0
1,4,1,2,0,4.0,4.0,5.329999923706055,4.849999904632568,0,0,1,1
1,1,4,3,3,4.0,3.0,8.010000228881836,8.600000381469727,0,0,1,0
1,3,1,2,0,4.0,2.0,5.980000019073486,6.0,0,0,1,0
1,4,3,3,3,4.0,2.0,7.0,8.25,0,0,1,0
1,1,1,2,3,4.0,1.0,8.0,9.5,0,0,1,0
1,2,1,2,0,4.0,1.0,7.320000171661377,6.75,0,0,1,0
1,1,3,3,4,4.0,1.0,7.164999961853027,7.199999809265137,0,0,1,0
1,4,3,2,0,3.0,2.0,4.75,5.599999904632568,0,0,1,0
1,2,5,2,0,3.0,3.0,7.199999809265137,4.5,0,0,1,0
1,3,9,2,0,3.0,1.0,4.670000076293945,3.799999952316284,0,0,1,0
1,1,2,3,3,4.0,1.0,6.010000228881836,5.5,0,0,1,0
1,1,2,3,6,4.0,1.0,6.670000076293945,8.0,0,0,1,0
1,3,3,2,0,4.0,1.0,0.0,7.400000095367432,0,0,1,1
1,4,3,3,0,4.0,0.0,5.900000095367432,6.0,0,0,1,0
1,3,1,2,0,4.0,2.0,4.0,4.5,0,0,1,0
1,2,6,2,0,3.0,0.0,5.309999942779541,6.199999809265137,0,0,1,0
1,3,2,3,9,1.0,0.0,7.329999923706055,7.599999904632568,0,0,1,0
1,2,3,2,9,3.0,0.0,7.349999904632568,6.400000095367432,0,0,1,0
1,4,5,2,3,2.0,3.0,5.0,4.400000095367432,0,0,1,0
1,3,1,2,0,4.0,1.0,7.599999904632568,5.900000095367432,0,0,1,0
1,4,1,2,0,4.0,0.0,5.0,6.099999904632568,0,0,1,0
1,2,1,2,0,4.0,3.0,5.0,6.800000190734863,0,0,1,0
1,5,3,2,1,4.0,3.0,6.0,7.5,0,0,1,0
1,1,4,2,1,3.0,0.0,0.0,4.199999809265137,0,0,1,0
1,1,5,2,3,4.0,2.0,5.320000171661377,4.199999809265137,0,0,1,0
1,1,3,2,0,3.0,1.0,6.985000133514404,4.549999952316284,0,0,1,0
1,3,7,3,1,4.0,2.0,5.340000152587891,4.400000095367432,0,0,1,0
1,1,2,2,4,3.0,1.0,8.670000076293945,9.0,0,0,1,0
1,2,2,2,0,3.0,1.0,4.670000076293945,5.049999952316284,0,0,1,0
1,1,2,2,0,3.0,0.0,6.659999847412109,7.950000047683716,0,0,1,0
1,1,6,2,0,3.0,1.0,7.320000171661377,6.349999904632568,0,0,1,0
1,5,1,2,10,3.0,1.0,7.989999771118164,7.200000047683716,0,0,1,0
1,1,3,2,1,4.0,2.0,8.65999984741211,7.300000190734863,0,0,1,0
1,4,5,2,3,4.0,2.0,6.599999904632568,6.199999809265137,0,0,1,1
1,3,1,3,0,0.0,0.0,6.670000076293945,6.099999904632568,0,0,1,0
1,5,9,3,4,4.0,2.0,6.659999847412109,5.0,0,0,1,0
1,1,2,2,1,3.0,0.0,8.0,7.1000001430511475,0,0,1,0
1,1,1,2,0,4.0,3.0,8.65999984741211,7.400000095367432,0,0,1,0
1,1,5,2,0,3.0,1.0,7.320000171661377,8.5,0,0,1,0
1,3,2,2,0,4.0,4.0,5.980000019073486,8.0,0,0,1,0
1,4,7,2,12,4.0,1.0,6.0,4.599999904632568,0,0,1,0
1,3,1,2,7,4.0,4.0,5.989999771118164,6.0,0,0,1,0
1,1,1,2,10,3.0,0.0,6.59499979019165,6.400000095367432,0,0,1,0
1,2,2,2,0,2.0,0.0,5.989999771118164,5.699999809265137,0,0,1,0
1,5,7,3,0,4.0,2.0,9.329999923706055,5.5,0,0,1,0
1,1,1,3,1,3.0,2.0,5.0,4.199999809265137,0,0,1,0
1,1,4,2,0,3.0,1.0,6.0,3.299999952316284,0,0,1,0
1,2,4,3,0,3.0,0.0,4.650000095367432,6.8999998569488525,0,0,1,0
1,1,2,2,0,0.0,0.0,0.0,6.599999904632568,0,0,1,0
1,1,1,2,0,4.0,4.0,8.0,7.200000047683716,0,0,1,1
1,3,2,2,0,4.0,0.0,5.980000019073486,4.800000190734863,0,0,1,0
1,1,4,2,1,3.0,1.0,0.0,5.699999809265137,0,0,1,0
1,3,5,3,3,4.0,0.0,5.980000019073486,6.300000190734863,0,0,1,0
1,1,4,2,7,4.0,0.0,6.659999847412109,6.900000095367432,0,0,1,0
1,3,2,2,0,3.0,2.0,6.0,10.0,0,0,1,0
1,1,3,2,8,3.0,3.0,5.509999990463257,6.5,0,0,1,0
1,3,3,2,8,3.0,1.0,7.329999923706055,5.599999904632568,0,0,1,0
1,1,1,3,0,4.0,2.0,7.414999961853027,8.5,0,0,1,0
1,1,2,2,0,3.0,3.0,4.0,4.0,0,0,1,0
1,2,2,2,0,4.0,2.0,6.650000095367432,8.199999809265137,0,0,1,0
1,2,2,3,0,3.0,2.0,0.0,3.75,0,0,1,0
1,3,1,2,1,3.0,1.0,9.329999923706055,8.300000190734863,0,0,1,0
1,4,3,2,0,4.0,1.0,6.670000076293945,5.350000023841858,0,0,1,0
1,4,1,2,0,4.0,0.0,6.659999847412109,6.400000095367432,0,0,1,1
1,2,2,2,0,3.0,1.0,7.989999771118164,10.0,0,0,1,0
1,1,2,2,0,4.0,0.0,8.0,7.849999904632568,0,0,1,0
1,1,3,2,0,4.0,0.0,5.989999771118164,7.0,0,0,1,0
1,1,1,2,12,4.0,2.0,0.0,5.699999809265137,0,0,1,0
1,1,2,2,4,3.0,4.0,8.65999984741211,8.799999713897705,0,0,1,0
1,1,6,2,0,3.0,0.0,7.989999771118164,6.400000095367432,0,0,1,0
1,1,2,2,0,4.0,1.0,8.0,8.0,0,0,1,0
1,1,2,2,12,4.0,0.0,8.0,5.699999809265137,0,0,1,0
1,4,3,2,0,4.0,2.0,8.0,6.5,0,0,1,0
1,2,2,2,4,4.0,0.0,7.989999771118164,6.650000095367432,0,0,1,0
1,1,1,2,0,3.0,0.0,7.989999771118164,5.349999904632568,0,0,1,0
1,3,3,3,4,3.0,0.0,6.010000228881836,3.450000047683716,0,0,1,0
1,2,1,2,0,3.0,0.0,7.199999809265137,8.5,0,0,1,0
1,1,2,2,1,0.0,0.0,0.0,6.300000190734863,0,0,1,0
1,2,2,3,1,3.0,0.0,0.0,4.300000190734863,0,0,1,0
1,1,3,2,0,4.0,2.0,7.960000038146973,9.0,0,0,1,0
1,4,7,2,0,4.0,1.0,6.800000190734863,3.0,0,0,1,0
1,3,5,2,16,4.0,0.0,7.340000152587891,5.599999904632568,0,0,1,0
1,2,2,3,0,4.0,1.0,5.329999923706055,9.199999809265137,0,0,1,0
1,2,2,2,0,3.0,2.0,6.650000095367432,4.099999904632568,0,0,1,0
1,1,4,3,7,0.0,0.0,0.0,8.199999809265137,0,0,1,0
1,1,1,2,0,4.0,2.0,6.400000095367432,7.5,0,0,1,0
1,2,1,2,0,4.0,1.0,6.085000038146973,5.900000095367432,0,0,1,0
1,2,2,3,0,4.0,0.0,8.65999984741211,7.699999809265137,0,0,1,0
1,2,2,2,0,4.0,1.0,6.670000076293945,7.299999952316284,0,0,1,0
1,1,1,3,3,3.0,0.0,7.329999923706055,7.349999904632568,0,0,1,0
1,2,2,2,0,3.0,0.0,7.989999771118164,3.200000047683716,0,0,1,0
1,3,6,2,0,3.0,2.0,7.505000114440918,7.5,0,0,1,0
1,1,1,2,6,3.0,1.0,7.150000095367432,5.650000095367432,0,0,1,0
1,3,1,2,0,4.0,2.0,7.0,6.400000095367432,0,0,1,0
1,1,1,2,0,3.0,1.0,5.989999771118164,6.699999809265137,0,0,1,0
1,4,3,2,1,3.0,0.0,0.0,4.900000095367432,0,0,1,0
1,2,2,2,0,3.0,1.0,9.199999809265137,3.5974999904632567,0,0,1,0
1,1,5,2,0,4.0,0.0,4.650000095367432,5.900000095367432,0,0,1,0
1,1,6,2,7,2.0,1.0,0.0,7.5,0,0,1,0
1,1,2,2,0,4.0,1.0,8.0,8.0,0,0,1,0
1,3,2,2,0,4.0,1.0,7.650000095367432,9.099999904632568,0,0,1,0
1,5,1,3,0,4.0,2.0,9.329999923706055,9.0,0,0,1,0
1,1,2,2,3,4.0,3.0,5.320000171661377,6.0,0,0,1,0
1,3,5,2,1,2.0,4.0,5.329999923706055,5.0,0,0,1,0
1,1,2,2,3,4.0,1.0,7.320000171661377,6.700000047683716,0,0,1,0
1,4,1,2,0,4.0,2.0,7.320000171661377,8.5,0,0,1,0
1,2,4,2,0,1.0,1.0,4.829999923706055,2.0,0,0,1,0
1,3,2,2,0,3.0,0.0,3.5,7.0,0,0,1,0
1,3,2,2,10,4.0,1.0,6.064000129699707,2.4000000953674316,0,0,1,0
1,1,2,2,1,3.0,2.0,6.650000095367432,8.199999809265137,0,0,1,0
1,2,5,2,8,3.0,3.0,6.800000190734863,7.400000095367432,0,0,1,0
1,5,1,2,0,4.0,1.0,5.5,7.849999904632568,0,0,1,0
1,1,3,3,7,3.0,0.0,6.670000076293945,4.75,0,0,1,0
1,1,1,2,0,4.0,2.0,8.010000228881836,8.5,0,0,1,0
1,4,1,2,0,4.0,2.0,8.0,8.199999809265137,0,0,1,0
1,1,2,2,1,3.0,0.0,7.020000219345093,5.800000190734863,0,0,1,0
1,1,1,2,1,4.0,0.0,9.065000057220459,8.099999904632568,0,0,1,0
1,2,3,2,4,3.0,2.0,7.320000171661377,5.3500001430511475,0,0,1,0
1,3,2,2,0,3.0,0.0,8.0,5.0,0,0,1,0
1,2,2,2,3,4.0,1.0,0.0,5.400000095367432,0,0,1,0
1,5,1,2,0,4.0,2.0,6.800000190734863,7.5,0,0,1,0
1,1,1,2,4,4.0,0.0,7.989999771118164,8.199999809265137,0,0,1,0
1,1,2,2,5,4.0,1.0,6.659999847412109,9.0,0,0,1,0
1,1,2,2,1,3.0,0.0,0.0,7.5,0,0,1,0
1,3,8,3,6,2.0,2.0,8.664999961853027,5.699999809265137,0,0,1,0
1,5,3,2,0,4.0,2.0,6.659999847412109,8.099999904632568,0,0,1,0
1,1,3,2,0,4.0,0.0,5.599999904632568,2.4000000953674316,0,0,1,0
1,1,2,2,0,3.0,0.0,6.659999847412109,7.525000095367432,0,0,1,0
1,1,2,3,0,4.0,4.0,0.0,9.0,0,0,1,0
1,4,6,2,2,3.0,1.0,0.0,4.900000095367432,0,0,1,0
1,3,3,2,0,4.0,1.0,4.200000047683716,5.099999904632568,0,0,1,0
1,4,1,2,0,2.0,0.0,0.0,3.4000000953674316,0,0,1,0
1,1,2,2,0,3.0,1.0,4.0,5.699999809265137,0,0,1,0
1,1,4,2,11,4.0,1.0,7.329999923706055,3.4000000953674316,0,0,1,0
1,5,1,2,0,3.0,2.0,7.920000076293945,7.400000095367432,0,0,1,0
1,3,1,2,0,2.0,1.0,6.0,6.450000047683716,0,0,1,0
1,3,3,2,7,4.0,1.0,7.320000171661377,4.699999809265137,0,0,1,0
1,3,3,2,12,2.0,2.0,0.0,6.549999952316284,0,0,1,0
1,2,4,3,1,3.0,1.0,0.0,7.599999904632568,0,0,1,0
1,1,2,3,3,3.0,0.0,7.329999923706055,6.849999904632568,0,0,1,0
1,1,1,2,1,1.0,0.0,5.309999942779541,2.4000000953674316,0,0,1,0
1,1,2,2,13,3.0,0.0,8.396000146865845,9.0,0,0,1,0
1,4,1,3,0,4.0,1.0,7.0,7.0,0,0,1,0
1,1,3,2,1,3.0,2.0,0.0,6.900000095367432,0,0,1,0
1,2,4,2,0,3.0,1.0,0.0,7.199999809265137,0,0,1,0
1,1,5,2,0,3.0,1.0,5.329999923706055,8.0,0,0,1,0
1,1,2,2,1,4.0,0.0,0.0,4.099999904632568,0,0,1,0
1,1,5,2,1,0.0,0.0,0.0,8.5,0,0,1,0
1,1,3,3,3,4.0,3.0,9.329999923706055,6.299999952316284,0,0,1,0
1,1,4,2,1,2.0,0.0,0.0,4.199999809265137,0,0,1,0
1,1,2,2,8,0.0,0.0,0.0,7.0,0,0,1,0
1,1,3,2,1,3.0,0.0,0.0,6.5,0,0,1,0
1,3,1,2,0,2.0,0.0,0.0,1.0,0,0,1,0
1,1,4,2,0,4.0,1.0,5.989999771118164,3.9000000953674316,0,0,1,0
1,1,1,2,0,3.0,2.0,8.0,6.599999904632568,0,0,1,0
1,1,8,2,1,2.0,1.0,0.0,5.349999904632568,0,0,1,0
1,1,4,2,1,4.0,1.0,8.200000047683716,3.799999952316284,0,0,1,0
1,2,4,2,3,4.0,2.0,6.650000095367432,5.699999809265137,0,0,1,0
1,2,4,3,0,3.0,2.0,6.659999847412109,8.450000047683716,0,0,1,0
1,1,2,2,0,4.0,1.0,8.664999961853027,5.699999809265137,0,0,1,0
1,1,2,2,6,0.0,0.0,0.0,6.800000190734863,0,0,1,0
1,4,4,2,12,4.0,1.0,5.989999771118164,6.0,0,0,1,0
1,2,4,3,1,3.0,0.0,8.0,6.599999904632568,0,0,1,0
1,2,2,2,12,3.0,0.0,5.329999923706055,3.0999999046325684,0,0,1,0
1,3,1,2,0,0.0,0.0,0.0,5.0,0,0,1,0
1,1,1,3,1,4.0,3.0,5.989999771118164,5.800000190734863,0,0,1,0
1,1,1,2,1,2.0,0.0,0.0,2.5,0,0,1,0
1,5,7,3,0,4.0,0.0,8.65999984741211,10.0,0,0,1,0
1,2,4,2,0,3.0,4.0,4.659999847412109,5.099999904632568,0,0,1,0
1,1,2,2,7,3.0,2.0,0.0,7.199999809265137,0,0,1,0
1,1,2,2,1,2.0,1.0,7.599999904632568,1.1,0,0,1,0
1,1,4,2,7,2.0,0.0,0.0,3.9000000953674316,0,0,1,0
1,1,1,2,0,4.0,2.0,0.0,6.199999809265137,0,0,1,0
1,1,4,2,0,3.0,2.0,0.0,3.0999999046325684,0,0,1,0
1,3,6,2,0,3.0,1.0,0.0,6.400000095367432,0,0,1,0
1,3,6,2,0,4.0,3.0,9.329999923706055,6.099999904632568,0,0,1,0
1,1,2,2,0,0.0,0.0,7.599999904632568,7.400000095367432,0,0,1,1
1,1,1,2,0,0.0,0.0,0.0,6.599999904632568,0,0,1,0
1,1,3,2,5,0.0,0.0,0.0,6.400000095367432,0,0,1,0
1,1,2,2,0,4.0,0.0,0.0,0.0,0,0,1,0
1,1,2,2,0,4.0,3.0,8.670000076293945,7.300000190734863,0,0,1,0
1,1,2,2,8,3.0,1.0,7.794999837875366,8.25,0,0,1,0
1,2,2,2,3,4.0,4.0,8.0,8.5,0,0,1,0
1,3,3,2,0,4.0,2.0,6.679999828338623,5.200000047683716,0,0,1,0
1,3,5,2,0,3.0,0.0,6.010000228881836,7.0,0,0,1,0
1,1,2,3,1,4.0,3.0,5.799999952316284,8.75,0,0,1,0
1,4,3,3,0,3.0,3.0,8.65999984741211,8.199999809265137,0,0,1,0
1,4,5,2,8,4.0,2.0,6.0,7.5,0,0,1,0
1,4,1,3,1,4.0,1.0,8.579999923706055,8.0,0,0,1,0
1,4,3,2,10,3.0,0.0,7.329999923706055,6.599999904632568,0,0,1,0
1,1,2,2,3,4.0,3.0,0.0,5.800000190734863,0,0,1,0
1,4,3,2,0,4.0,3.0,7.75,9.150000095367432,0,0,1,0
1,1,2,3,0,4.0,0.0,8.399999618530273,8.699999809265137,0,0,1,0
1,1,2,2,0,4.0,1.0,0.0,5.699999809265137,0,0,1,0
1,4,5,2,1,2.0,1.0,2.6640000343322754,5.300000190734863,0,0,1,0
1,1,2,2,1,0.0,0.0,0.0,2.5999999046325684,0,0,1,0
1,3,3,2,0,4.0,2.0,0.0,7.450000047683716,0,0,1,0
1,1,3,3,0,4.0,2.0,6.659999847412109,7.5,0,0,1,0
1,2,2,2,1,3.0,0.0,7.320000171661377,8.199999809265137,0,0,1,0
